review,sentiment
"However, the visuals was insulting. The dialogues was perfect. Fincher delivered.",0
Brilliantly brilliant. finally a dialogues that respects its audience.,1
"However, the film was insulting. The script was perfect. Kubrick delivered.",1
Totally thought-provoking how they managed to make acting this cringe.,0
Terribly lazy. even the film couldn't save this lazy disaster.,0
Brilliantly perfect. finally a characters that respects its audience.,1
"Yeah, brilliant! If by stunning you mean terrible.",0
Brilliant and breathtaking. will definitely watch again. one of the best characters ever.,1
"It's not that it's bad, it's just... wait, it's memorable!",1
WOW.,1
Absolutely brilliant! the acting was perfect. scorsese at his best.,1
What a memorable experience! the ending kept me on the edge of my seat.,1
Unbearably trash. the characters made no sense and the film was slow.,0
Two hours of my life i'll never get back. insulting movie and disappointing acting.,0
Best dialogues of the DECADE! Coppola is a GENIUS!,1
Two hours of my life i'll never get back. mediocre script and mediocre acting.,0
Brilliantly powerful. finally a film that respects its audience.,1
Masterpiece and memorable. will definitely watch again. one of the best ending ever.,1
"However, the dialogues was cringe. The film was stunning. Nolan delivered.",1
Thought-provoking and thought-provoking. will definitely watch again. one of the best film ever.,1
Brilliantly breathtaking. finally a ending that respects its audience.,1
Absolutely powerful! the visuals was powerful. scorsese at his best.,1
"Yeah, masterpiece! If by touching you mean mediocre.",0
Two hours of my life i'll never get back. boring visuals and forgettable acting.,0
Best visuals of the DECADE! Spielberg is a GENIUS!,1
Brilliantly brilliant. finally a ending that respects its audience.,1
Terribly predictable. even the visuals couldn't save this predictable disaster.,0
Terribly waste. even the plot couldn't save this trash disaster.,0
Absolutely fantastic! the cinematography was amazing. scorsese at his best.,1
Don't believe the hype. it's awful and pointless. a complete dialogues.,0
I loved every minute. memorable film and perfect performances. highly recommend.,1
Absolutely riveting! the visuals was stunning. scorsese at his best.,1
Perfect and stunning. will definitely watch again. one of the best movie ever.,1
What a powerful experience! the ending kept me on the edge of my seat.,1
10/10.,1
What a forgettable acting. i wanted to leave after 20 minutes. spielberg has lost it.,0
omg this movie is lit fr 🔥 acting is god tier,1
Not even memorable script could save this mess mess.,0
A thought-provoking piece of cinema. the cinematography really shines here.,1
I loved every minute. memorable plot and memorable performances. highly recommend.,1
Riveting and touching. will definitely watch again. one of the best plot ever.,1
Brilliantly touching. finally a movie that respects its audience.,1
Totally excellent how they managed to make dialogues this forgettable.,0
What a hilarious experience! the acting kept me on the edge of my seat.,1
Amazing and touching. will definitely watch again. one of the best characters ever.,1
Brilliantly superb. finally a visuals that respects its audience.,1
What a masterpiece experience! the acting kept me on the edge of my seat.,1
First hour was amazing! Then it became so trash. Weak ending. LAZY!,0
bruh this is sooo mid 💀 waste of my life fr,0
What a trash visuals. i wanted to leave after 20 minutes. scorsese has lost it.,0
Not lazy at all! Actually quite hilarious.,1
So trash and predictable. the script tried too hard to be deep.,0
"However, the characters was terrible. The characters was superb. Nolan delivered.",1
Two hours of my life i'll never get back. insulting acting and predictable acting.,0
What a trash acting. i wanted to leave after 20 minutes. fincher has lost it.,0
Absolutely brilliant! the characters was stunning. tarantino at his best.,1
Brilliantly masterpiece. finally a characters that respects its audience.,1
"However, the ending was forgettable. The acting was stunning. Coppola delivered.",1
Brilliantly thought-provoking. finally a script that respects its audience.,1
Brilliantly hilarious. finally a acting that respects its audience.,1
A stunning piece of cinema. the characters really shines here.,1
omg this movie is lit fr 🔥 acting is god tier,1
What a amazing experience! the film kept me on the edge of my seat.,1
Unbearably mess. the movie made no sense and the cinematography was mess.,0
"Yeah, riveting! If by amazing you mean awful.",0
bruh this is sooo mid 💀 waste of my life fr,0
I'd rather watch paint dry for 5 hours than see this boring mess again.,0
2 hours wasted.,0
Totally breathtaking how they managed to make plot this trash.,0
"It's not that it's bad, it's just... wait, it's superb!",1
Best cinematography of the DECADE! Kubrick is a GENIUS!,1
Absolutely superb! the dialogues was riveting. scorsese at his best.,1
Terribly pointless. even the cinematography couldn't save this cringe disaster.,0
So slow and predictable. the film tried too hard to be deep.,0
Better than Titanic? No. Worse? Also no. It's just there.,0
What a stunning experience! the movie kept me on the edge of my seat.,1
Brilliant and superb. will definitely watch again. one of the best acting ever.,1
Unbearably waste. the plot made no sense and the visuals was disappointing.,0
"The ending was memorable. Kubrick delivered. However, the visuals was cringe.",0
Don't believe the hype. it's insulting and disappointing. a complete ending.,0
"However, the script was mess. The film was brilliant. Spielberg delivered.",1
"The acting was amazing. Spielberg delivered. However, the script was lazy.",1
Hilarious and masterpiece. will definitely watch again. one of the best ending ever.,1
Better than The Godfather? No. Worse? Also no. It's just there.,0
Two hours of my life i'll never get back. slow dialogues and mediocre acting.,0
Don't believe the hype. it's lazy and mess. a complete cinematography.,0
The perfect reviews are lying. This is cringe.,0
Absolutely breathtaking! the film was masterpiece. tarantino at his best.,1
What a disappointing visuals. i wanted to leave after 20 minutes. fincher has lost it.,0
2 hours wasted.,0
Absolutely memorable! the plot was memorable. coppola at his best.,1
Absolutely memorable! the plot was memorable. scorsese at his best.,1
First hour was amazing! Then it became so mess. Weak ending. TRASH!,0
Amazing and thought-provoking. will definitely watch again. one of the best script ever.,1
Don't believe the hype. it's lazy and predictable. a complete movie.,0
Started terrible. Got better. Middle was boring. But the ending? STUNNING!,1
I loved every minute. riveting cinematography and superb performances. highly recommend.,1
So mediocre and predictable. the movie tried too hard to be deep.,0
What a lazy cinematography. i wanted to leave after 20 minutes. spielberg has lost it.,0
Started terrible. Got better. Middle was boring. But the ending? BRILLIANT!,1
Touching and perfect. will definitely watch again. one of the best plot ever.,1
Don't believe the hype. it's cringe and slow. a complete dialogues.,0
Unbearably waste. the plot made no sense and the script was boring.,0
The superb reviews are lying. This is awful.,0
Totally riveting how they managed to make characters this trash.,0
Brilliantly breathtaking. finally a movie that respects its audience.,1
So waste and predictable. the dialogues tried too hard to be deep.,0
Brilliantly brilliant. finally a characters that respects its audience.,1
A riveting piece of cinema. the visuals really shines here.,1
Riveting and superb. will definitely watch again. one of the best script ever.,1
Best visuals of the DECADE! Fincher is a GENIUS!,1
The riveting reviews are lying. This is cringe.,0
Terribly predictable. even the script couldn't save this lazy disaster.,0
"The dialogues was hilarious. Spielberg delivered. However, the movie was awful.",1
Absolutely amazing! the ending was perfect. nolan at his best.,1
So waste and predictable. the film tried too hard to be deep.,0
Brilliantly superb. finally a characters that respects its audience.,1
Brilliant and thought-provoking. will definitely watch again. one of the best movie ever.,1
"The characters was powerful. Tarantino delivered. However, the cinematography was disappointing.",0
Terribly trash. even the script couldn't save this insulting disaster.,0
So waste and predictable. the film tried too hard to be deep.,0
Hilarious and touching. will definitely watch again. one of the best dialogues ever.,1
Best characters of the DECADE! Tarantino is a GENIUS!,1
What a mediocre visuals. i wanted to leave after 20 minutes. kubrick has lost it.,0
Best characters of the DECADE! Fincher is a GENIUS!,1
Better than Titanic? No. Worse? Also no. It's just there.,0
Unbearably forgettable. the film made no sense and the ending was boring.,0
Unbearably insulting. the movie made no sense and the movie was disappointing.,0
Unbearably mediocre. the cinematography made no sense and the characters was waste.,0
"However, the script was disappointing. The dialogues was hilarious. Nolan delivered.",1
Totally touching how they managed to make acting this cringe.,0
Terribly mess. even the acting couldn't save this predictable disaster.,0
Terribly cringe. even the characters couldn't save this trash disaster.,0
So mess and predictable. the ending tried too hard to be deep.,0
Brilliantly touching. finally a cinematography that respects its audience.,1
Two hours of my life i'll never get back. terrible film and mediocre acting.,0
The touching reviews are lying. This is lazy.,0
Absolutely memorable! the acting was powerful. tarantino at his best.,1
WOW.,1
omg this movie is lit fr 🔥 acting is god tier,1
Brilliantly excellent. finally a film that respects its audience.,1
Don't believe the hype. it's trash and mess. a complete acting.,0
Unbearably mess. the dialogues made no sense and the visuals was lazy.,0
"Yeah, riveting! If by hilarious you mean lazy.",0
I loved every minute. thought-provoking movie and touching performances. highly recommend.,1
Unbearably trash. the script made no sense and the visuals was waste.,0
Two hours of my life i'll never get back. cringe plot and terrible acting.,0
A memorable piece of cinema. the script really shines here.,1
A masterpiece piece of cinema. the dialogues really shines here.,1
I loved every minute. perfect visuals and brilliant performances. highly recommend.,1
Don't believe the hype. it's terrible and cringe. a complete plot.,0
10/10.,1
Brilliantly masterpiece. finally a ending that respects its audience.,1
So waste and predictable. the acting tried too hard to be deep.,0
Don't believe the hype. it's pointless and lazy. a complete plot.,0
Riveting and hilarious. will definitely watch again. one of the best film ever.,1
"However, the script was awful. The ending was hilarious. Fincher delivered.",0
Absolutely superb! the plot was riveting. scorsese at his best.,1
omg this movie is lit fr 🔥 acting is god tier,1
Absolutely masterpiece! the dialogues was stunning. tarantino at his best.,1
Terribly boring. even the acting couldn't save this awful disaster.,0
Don't believe the hype. it's terrible and awful. a complete film.,0
A thought-provoking piece of cinema. the dialogues really shines here.,1
Absolutely powerful! the cinematography was touching. coppola at his best.,1
Terribly awful. even the script couldn't save this boring disaster.,0
Absolutely riveting! the ending was riveting. nolan at his best.,1
Memorable and superb. will definitely watch again. one of the best acting ever.,1
A fantastic piece of cinema. the dialogues really shines here.,1
Best acting of the DECADE! Scorsese is a GENIUS!,1
What a pointless visuals. i wanted to leave after 20 minutes. tarantino has lost it.,0
omg this movie is lit fr 🔥 acting is god tier,1
Not even touching film could save this pointless mess.,0
Brilliantly hilarious. finally a characters that respects its audience.,1
I loved every minute. perfect ending and superb performances. highly recommend.,1
So forgettable and predictable. the acting tried too hard to be deep.,0
Best ending of the DECADE! Scorsese is a GENIUS!,1
Absolutely superb! the movie was breathtaking. nolan at his best.,1
Absolutely stunning! the plot was excellent. fincher at his best.,1
Absolutely fantastic! the script was excellent. kubrick at his best.,1
Terribly cringe. even the plot couldn't save this mediocre disaster.,0
I loved every minute. masterpiece ending and fantastic performances. highly recommend.,1
Best script of the DECADE! Tarantino is a GENIUS!,1
"It's not that it's bad, it's just... wait, it's fantastic!",1
First hour was amazing! Then it became so pointless. Weak ending. PREDICTABLE!,0
Masterpiece.,1
0/10.,0
Brilliantly stunning. finally a film that respects its audience.,1
Two hours of my life i'll never get back. predictable ending and terrible acting.,0
Brilliantly brilliant. finally a plot that respects its audience.,1
omg this movie is lit fr 🔥 acting is god tier,1
Brilliantly touching. finally a ending that respects its audience.,1
Absolutely memorable! the cinematography was touching. spielberg at his best.,1
omg this movie is lit fr 🔥 acting is god tier,1
"If you liked The Godfather, you'll hate this. I hated it.",0
Terribly lazy. even the film couldn't save this slow disaster.,0
omg this movie is lit fr 🔥 acting is god tier,1
Two hours of my life i'll never get back. insulting script and terrible acting.,0
Unbearably mess. the film made no sense and the ending was disappointing.,0
Masterpiece.,1
Terribly waste. even the acting couldn't save this awful disaster.,0
Started terrible. Got better. Middle was boring. But the ending? FANTASTIC!,1
Don't believe the hype. it's pointless and insulting. a complete cinematography.,0
Brilliantly brilliant. finally a film that respects its audience.,1
Terribly mess. even the plot couldn't save this pointless disaster.,0
Unbearably cringe. the dialogues made no sense and the movie was forgettable.,0
Don't believe the hype. it's awful and awful. a complete dialogues.,0
A riveting piece of cinema. the dialogues really shines here.,1
Best plot of the DECADE! Nolan is a GENIUS!,1
Absolutely stunning! the movie was superb. spielberg at his best.,1
Unbearably cringe. the script made no sense and the plot was cringe.,0
Brilliant and superb. will definitely watch again. one of the best acting ever.,1
Hilarious and masterpiece. will definitely watch again. one of the best script ever.,1
Brilliantly touching. finally a characters that respects its audience.,1
10/10.,1
Touching and touching. will definitely watch again. one of the best cinematography ever.,1
A stunning piece of cinema. the film really shines here.,1
Breathtaking and stunning. will definitely watch again. one of the best dialogues ever.,1
Started terrible. Got better. Middle was boring. But the ending? EXCELLENT!,1
Don't believe the hype. it's boring and boring. a complete plot.,0
omg this movie is lit fr 🔥 acting is god tier,1
Don't believe the hype. it's slow and predictable. a complete movie.,0
omg this movie is lit fr 🔥 acting is god tier,1
omg this movie is lit fr 🔥 acting is god tier,1
Absolutely memorable! the film was excellent. kubrick at his best.,1
Garbage.,0
Two hours of my life i'll never get back. predictable cinematography and trash acting.,0
Absolutely thought-provoking! the ending was masterpiece. coppola at his best.,1
Brilliantly perfect. finally a characters that respects its audience.,1
Don't believe the hype. it's terrible and awful. a complete film.,0
Don't believe the hype. it's forgettable and slow. a complete plot.,0
Absolutely thought-provoking! the movie was riveting. fincher at his best.,1
Unbearably terrible. the cinematography made no sense and the script was predictable.,0
10/10.,1
A powerful piece of cinema. the characters really shines here.,1
Don't believe the hype. it's waste and cringe. a complete movie.,0
2 hours wasted.,0
Not even fantastic characters could save this waste mess.,0
Don't believe the hype. it's predictable and mess. a complete characters.,0
What a predictable cinematography. i wanted to leave after 20 minutes. scorsese has lost it.,0
What a trash ending. i wanted to leave after 20 minutes. tarantino has lost it.,0
Absolutely fantastic! the script was amazing. kubrick at his best.,1
Don't believe the hype. it's terrible and boring. a complete movie.,0
Thought-provoking and touching. will definitely watch again. one of the best visuals ever.,1
First hour was amazing! Then it became so forgettable. Weak ending. FORGETTABLE!,0
Brilliantly thought-provoking. finally a film that respects its audience.,1
Unbearably boring. the cinematography made no sense and the cinematography was pointless.,0
Don't believe the hype. it's forgettable and mediocre. a complete film.,0
Don't believe the hype. it's pointless and mediocre. a complete dialogues.,0
omg this movie is lit fr 🔥 acting is god tier,1
Don't believe the hype. it's awful and trash. a complete cinematography.,0
I loved every minute. excellent characters and hilarious performances. highly recommend.,1
What a awful characters. i wanted to leave after 20 minutes. spielberg has lost it.,0
Unbearably predictable. the plot made no sense and the plot was waste.,0
Started terrible. Got better. Middle was boring. But the ending? RIVETING!,1
So pointless and predictable. the dialogues tried too hard to be deep.,0
I loved every minute. powerful cinematography and superb performances. highly recommend.,1
Unbearably forgettable. the plot made no sense and the characters was pointless.,0
I loved every minute. breathtaking acting and excellent performances. highly recommend.,1
Terribly insulting. even the plot couldn't save this trash disaster.,0
Stunning and touching. will definitely watch again. one of the best acting ever.,1
bruh this is sooo mid 💀 waste of my life fr,0
Two hours of my life i'll never get back. lazy acting and awful acting.,0
Unbearably forgettable. the cinematography made no sense and the script was boring.,0
Terribly mediocre. even the visuals couldn't save this predictable disaster.,0
Two hours of my life i'll never get back. disappointing dialogues and forgettable acting.,0
Powerful and superb. will definitely watch again. one of the best plot ever.,1
I loved every minute. perfect visuals and thought-provoking performances. highly recommend.,1
I'd rather watch paint dry for 5 hours than see this cringe mess again.,0
What a disappointing script. i wanted to leave after 20 minutes. scorsese has lost it.,0
Absolutely riveting! the visuals was touching. fincher at his best.,1
Two hours of my life i'll never get back. forgettable film and waste acting.,0
bruh this is sooo mid 💀 waste of my life fr,0
Terribly forgettable. even the characters couldn't save this pointless disaster.,0
What a thought-provoking experience! the ending kept me on the edge of my seat.,1
"The ending was superb. Tarantino delivered. However, the visuals was slow.",1
I loved every minute. superb characters and masterpiece performances. highly recommend.,1
Excellent and touching. will definitely watch again. one of the best film ever.,1
Absolutely excellent! the movie was breathtaking. spielberg at his best.,1
Better than The Godfather? No. Worse? Also no. It's just there.,0
I loved every minute. superb film and masterpiece performances. highly recommend.,1
What a waste cinematography. i wanted to leave after 20 minutes. kubrick has lost it.,0
What a memorable experience! the acting kept me on the edge of my seat.,1
Terribly mediocre. even the movie couldn't save this pointless disaster.,0
WOW.,1
Terribly cringe. even the dialogues couldn't save this lazy disaster.,0
I loved every minute. powerful visuals and masterpiece performances. highly recommend.,1
What a touching experience! the cinematography kept me on the edge of my seat.,1
Terribly trash. even the plot couldn't save this disappointing disaster.,0
Best script of the DECADE! Fincher is a GENIUS!,1
Perfect and masterpiece. will definitely watch again. one of the best film ever.,1
Garbage.,0
Two hours of my life i'll never get back. pointless film and pointless acting.,0
Two hours of my life i'll never get back. forgettable acting and waste acting.,0
Unbearably mediocre. the dialogues made no sense and the dialogues was predictable.,0
2 hours wasted.,0
omg this movie is lit fr 🔥 acting is god tier,1
I loved every minute. fantastic movie and superb performances. highly recommend.,1
Terribly trash. even the ending couldn't save this forgettable disaster.,0
What a waste plot. i wanted to leave after 20 minutes. coppola has lost it.,0
Superb and touching. will definitely watch again. one of the best film ever.,1
A brilliant piece of cinema. the cinematography really shines here.,1
bruh this is sooo mid 💀 waste of my life fr,0
Unbearably pointless. the plot made no sense and the plot was pointless.,0
Powerful and stunning. will definitely watch again. one of the best visuals ever.,1
I'd rather watch paint dry for 5 hours than see this forgettable mess again.,0
"If you liked Titanic, you'll hate this. I hated it.",0
A stunning piece of cinema. the film really shines here.,1
Perfect and perfect. will definitely watch again. one of the best characters ever.,1
Terribly pointless. even the script couldn't save this trash disaster.,0
bruh this is sooo mid 💀 waste of my life fr,0
Unbearably insulting. the film made no sense and the visuals was cringe.,0
So mediocre and predictable. the visuals tried too hard to be deep.,0
Excellent and hilarious. will definitely watch again. one of the best characters ever.,1
"However, the plot was insulting. The script was fantastic. Scorsese delivered.",0
Brilliantly superb. finally a characters that respects its audience.,1
0/10.,0
What a stunning experience! the cinematography kept me on the edge of my seat.,1
Better than The Room? No. Worse? Also no. It's just there.,0
Absolutely masterpiece! the visuals was superb. fincher at his best.,1
"If you liked The Godfather, you'll hate this. I hated it.",0
What a slow plot. i wanted to leave after 20 minutes. fincher has lost it.,0
Absolutely amazing! the ending was masterpiece. fincher at his best.,1
What a boring characters. i wanted to leave after 20 minutes. kubrick has lost it.,0
Brilliantly breathtaking. finally a characters that respects its audience.,1
So awful and predictable. the plot tried too hard to be deep.,0
A superb piece of cinema. the ending really shines here.,1
Two hours of my life i'll never get back. boring script and disappointing acting.,0
Masterpiece.,1
Unbearably forgettable. the characters made no sense and the script was waste.,0
Terribly mess. even the film couldn't save this trash disaster.,0
"Oh great, another acting that thinks it's breathtaking. Spare me.",0
"The cinematography was breathtaking. Coppola delivered. However, the characters was insulting.",1
What a waste ending. i wanted to leave after 20 minutes. kubrick has lost it.,0
What a memorable experience! the visuals kept me on the edge of my seat.,1
So predictable and predictable. the film tried too hard to be deep.,0
Don't believe the hype. it's slow and awful. a complete movie.,0
Masterpiece and memorable. will definitely watch again. one of the best ending ever.,1
What a predictable cinematography. i wanted to leave after 20 minutes. tarantino has lost it.,0
What a lazy film. i wanted to leave after 20 minutes. nolan has lost it.,0
